age,apps,first_name,full_name,height,last_name,played_positions,position,ranking,rating,team_name,team_region_name,weight
21,2,Eljif,Eljif Elmas,182,Elmas,-MC-ML-,Midfielder,147,7.3549999999999995,Napoli,Italy,68
26,3,Leonardo,Leonardo Bittencourt,171,Bittencourt,-FW-MC-ML-MR-,Midfielder,148,7.353333333333334,Werder Bremen,Germany,63
30,6,Benjamin,Benjamin André,180,André,-DR-MC-ML-MR-,Midfielder,149,7.353333333333332,Lille,France,76
21,6,Ibrahima,Ibrahima Niane,187,Niane,-AML-FW-,Forward,150,7.345,Metz,France,73
25,3,Raphael,Raphael Framberger,179,Framberger,-DR-,Defender,151,7.343333333333334,Augsburg,Germany,76
28,3,Jonas,Jonas Hofmann,176,Hofmann,-MC-ML-MR-,Midfielder,152,7.34,Borussia M.Gladbach,Germany,70
29,2,Lorenzo,Lorenzo Insigne,163,Insigne,-AMC-AML-FW-,Forward,153,7.34,Napoli,Italy,59
31,3,Felipe Augusto,Felipe,190,de Almeida Monteiro,-DC-,Defender,154,7.336666666666666,Atletico Madrid,Spain,83
27,4,Lucas,Lucas Digne,178,Digne,-DC-DL-ML-,Defender,155,7.3325,Everton,England,74
25,5,Birger,Birger Meling,173,Meling,-DL-DMC-DR-,Defender,156,7.331999999999999,Nimes,France,64
22,3,Dani,Dani Olmo,179,Olmo,-AMC-AMR-,Midfielder,157,7.326666666666667,RasenBallsport Leipzig,Germany,68
22,6,Yvann,Yvann Maçon,176,Maçon,-DL-,Defender,158,7.326666666666667,Saint-Etienne,France,74
34,3,Jesús,Jesús Navas,172,Navas,-DR-MR-,Defender,159,7.323333333333333,Sevilla,Spain,60
27,3,Wataru,Wataru Endo,178,Endo,-DMC-,Midfielder,160,7.323333333333333,VfB Stuttgart,Germany,73
30,4,Aaron,Aaron Cresswell,170,Cresswell,-DC-DL-ML-,Defender,161,7.3175,West Ham,England,66
26,4,Yerry,Yerry Mina,195,Mina,-DC-,Defender,162,7.3175,Everton,England,94
24,3,Marvin,Marvin Friedrich,193,Friedrich,-DC-,Defender,163,7.316666666666667,Union Berlin,Germany,81
28,3,Emiliano,Emiliano Martínez,195,Martínez,-GK-,Goalkeeper,164,7.316666666666666,Aston Villa,England,88
30,3,Kieran,Kieran Trippier,178,Trippier,-DR-MR-,Defender,165,7.313333333333333,Atletico Madrid,Spain,71
29,4,Andros,Andros Townsend,181,Townsend,-AML-AMR-FW-,Midfielder,166,7.3100000000000005,Crystal Palace,England,77
27,4,Patrick,Patrick Bamford,185,Bamford,-AMC-AML-AMR-FW-,Forward,167,7.3100000000000005,Leeds,England,71
27,2,Berat,Berat Djimsiti,190,Djimsiti,-DC-,Defender,168,7.305,Atalanta,Italy,83
28,4,Carlos Henrique,Casemiro,185,Casimiro,-DMC-,Midfielder,169,7.305,Real Madrid,Spain,84
24,5,Matthieu,Matthieu Udol,178,Udol,-DL-,Defender,170,7.304,Metz,France,79
31,6,Gaëtan,Gaëtan Charbonnier,188,Charbonnier,-AMC-FW-,Forward,171,7.301666666666667,Brest,France,80
22,3,Amos,Amos Pieper,192,Pieper,-DC-,Defender,172,7.296666666666667,Arminia Bielefeld,Germany,86
24,5,Maximiliano,Maxi Gómez,186,Gómez,-FW-,Forward,173,7.296000000000001,Valencia,Spain,91
24,5,Serhou,Serhou Guirassy,187,Guirassy,-AML-FW-,Forward,174,7.296000000000001,Rennes,France,82
27,6,Ruben,Ruben Aguilar,172,Aguilar,-DR-MR-,Defender,175,7.295000000000001,Monaco,France,71
27,3,Jan,Jan Oblak,188,Oblak,-GK-,Goalkeeper,176,7.293333333333333,Atletico Madrid,Spain,87
21,3,Silas,Silas Wamangituka,189,Wamangituka,-FW-ML-MR-,Forward,177,7.293333333333333,VfB Stuttgart,Germany,79
23,3,Maximilian,Maximilian Mittelstädt,180,Mittelstädt,-DL-ML-,Defender,178,7.289999999999999,Hertha Berlin,Germany,71
29,3,Alexandre,Alexandre Lacazette,175,Lacazette,-FW-ML-MR-,Forward,179,7.28,Arsenal,England,73
26,6,Léo,Léo Dubois,178,Dubois,-DL-DR-MR-,Defender,180,7.28,Lyon,France,65
23,6,Toma,Toma Basic,189,Basic,-MC-,Midfielder,181,7.278333333333333,Bordeaux,France,80
29,4,Alessandro,Alessandro Florenzi,173,Florenzi,-DR-MC-ML-MR-,Defender,182,7.2775,Paris Saint-Germain,France,67
29,6,Florian,Florian Sotoca,187,Sotoca,,Forward,183,7.276666666666666,Lens,France,81
28,3,Sergi,Sergi Roberto,178,Roberto,-DR-MC-MR-,Defender,184,7.276666666666666,Barcelona,Spain,68
25,5,Javier,Javi Galán,172,Galán Gil,-DL-ML-,Defender,185,7.275999999999999,SD Huesca,Spain,70
23,2,Onyinye Wilfred,Onyinye Wilfred Ndidi,183,Ndidi,-DMC-,Midfielder,186,7.275,Leicester,England,74
31,2,Sidnei Rechel,Sidnei,185,da Silva Júnior,-DC-,Defender,187,7.275,Real Betis,Spain,80
27,6,Florian,Florian Thauvin,179,Thauvin,-AMC-AML-AMR-FW-,Midfielder,188,7.273333333333333,Marseille,France,70
26,3,Christopher,Christopher Lenz,181,Lenz,-DL-ML-,Defender,189,7.2700000000000005,Union Berlin,Germany,81
26,2,Elseid,Elseid Hysaj,182,Hysaj,-DL-DR-,Defender,190,7.27,Napoli,Italy,75
24,4,André-Frank,André-Frank Zambo Anguissa,184,Zambo Anguissa,-DMC-,Midfielder,191,7.265,Fulham,England,78
28,3,Jorge Luiz,Jorginho,180,Frello Filho,-DMC-,Midfielder,192,7.263333333333333,Chelsea,England,65
26,4,Marcos,Marquinhos,183,Aoas Correa,-DC-DMC-DR-,Defender,193,7.2625,Paris Saint-Germain,France,75
29,3,Luis,Luis Muriel,179,Muriel,-AMC-AML-FW-,Forward,194,7.260000000000001,Atalanta,Italy,79
31,3,Mats,Mats Hummels,191,Hummels,-DC-,Defender,195,7.256666666666668,Borussia Dortmund,Germany,94
23,3,Tammy,Tammy Abraham,190,Abraham,-FW-,Forward,196,7.243333333333333,Chelsea,England,80
29,3,Luca,Luca Caldirola,189,Caldirola,-DC-DL-,Defender,197,7.239999999999999,Benevento,Italy,79
24,4,Neal,Neal Maupay,173,Maupay,-FW-,Forward,198,7.237500000000001,Brighton,England,69
22,3,Federico,Federico Chiesa,175,Chiesa,-FW-MC-ML-MR-,Forward,199,7.236666666666667,Fiorentina,Italy,70
28,3,Gian Marco,Gian Marco Ferrari,189,Ferrari,-DC-,Defender,200,7.233333333333333,Sassuolo,Italy,82
27,2,Jeremías,Jeremías Ledesma,186,Ledesma,-GK-,Goalkeeper,201,7.225,Cadiz,Spain,70
24,6,Duje,Duje Caleta-Car,192,Caleta-Car,-DC-,Defender,202,7.223333333333334,Marseille,France,89
32,1,David,David Ospina,183,Ospina,-GK-,Goalkeeper,203,7.22,Napoli,Italy,80
22,4,Harvey,Harvey Barnes,174,Barnes,-AMC-AML-,Midfielder,204,7.219999999999999,Leicester,England,66
23,3,Jack,Jack Harrison,175,Harrison,-AML-AMR-,Midfielder,205,7.216666666666668,Leeds,England,70
22,3,Federico,Federico Dimarco,175,Dimarco,-DL-ML-,Defender,206,7.213333333333334,Verona,Italy,75
29,4,Luke,Luke Ayling,185,Ayling,-DC-DR-MR-,Defender,207,7.2125,Leeds,England,72
24,4,Adama,Adama Traoré,178,Traoré,-FW-ML-MR-,Forward,208,7.2124999999999995,Wolverhampton Wanderers,England,72
24,2,Lucas,Lucas Hernández,182,Hernández,-DC-DL-,Defender,209,7.21,Bayern Munich,Germany,76
33,1,Marwin,Marwin Hitz,194,Hitz,-GK-,Goalkeeper,210,7.21,Borussia Dortmund,Germany,89
27,4,José,José Campaña,179,Campaña,-MC-ML-MR-,Midfielder,211,7.2075000000000005,Levante,Spain,70
27,3,Leonardo,Leonardo Spinazzola,186,Spinazzola,-DL-DR-ML-,Defender,212,7.206666666666666,Roma,Italy,75
19,2,Bukayo,Bukayo Saka,178,Saka,-DL-ML-,Midfielder,213,7.205,Arsenal,England,65
23,4,Jarrod,Jarrod Bowen,175,Bowen,-AMC-AML-AMR-FW-,Forward,214,7.204999999999999,West Ham,England,70
32,4,Dimitrios,Dimitrios Siovas,192,Siovas,-DC-,Defender,215,7.202500000000001,SD Huesca,Spain,83
39,4,Joaquín,Joaquín,179,Sánchez Rodríguez,-FW-MC-ML-MR-,Midfielder,216,7.202500000000001,Real Betis,Spain,75
33,4,José Luis,José Luis Morales,180,Morales,-DR-FW-MC-ML-MR-,Midfielder,217,7.200000000000001,Levante,Spain,70
27,3,Alassane,Alassane Plea,181,Plea,-AML-AMR-FW-,Forward,218,7.2,Borussia M.Gladbach,Germany,79
30,2,Ermin,Ermin Bicakcic,185,Bicakcic,-DC-,Defender,219,7.199999999999999,Hoffenheim,Germany,85
33,6,Marcelo Antonio,Marcelo,191,Guedes Filho,-DC-,Defender,220,7.198333333333333,Lyon,France,85
25,4,Tomas,Tomas Soucek,192,Soucek,-DMC-,Midfielder,221,7.197500000000001,West Ham,England,86
27,5,Geoffrey,Geoffrey Kondogbia,188,Kondogbia,-DMC-,Midfielder,222,7.192,Valencia,Spain,80
27,6,Walter,Walter Benítez,191,Benítez,-GK-,Goalkeeper,223,7.1883333333333335,Nice,France,91
27,3,Kerem,Kerem Demirbay,183,Demirbay,-MC-,Midfielder,224,7.186666666666667,Bayer Leverkusen,Germany,74
33,5,Iago,Iago Aspas,176,Aspas,-AMC-AMR-FW-,Forward,225,7.186,Celta Vigo,Spain,67
36,2,Pedro,Pedro López,174,López,-DR-MR-,Defender,226,7.1850000000000005,SD Huesca,Spain,72
29,3,Allan,Allan,173,Marques Loureiro,-DMC-,Midfielder,227,7.183333333333334,Everton,England,73
24,4,Dani,Dani Ceballos,179,Ceballos,-MC-ML-,Midfielder,228,7.180000000000001,Arsenal,England,70
27,1,Diego,Diego Llorente,186,Llorente,-DC-DMC-,Defender,229,7.18,Real Sociedad,Spain,75
30,3,Daniel,Daniel Didavi,180,Didavi,-AMC-AMR-FW-,Midfielder,230,7.176666666666667,VfB Stuttgart,Germany,77
33,3,Pedro,Pedro,169,Rodríguez Ledesma,-MC-ML-MR-,Forward,231,7.176666666666667,Roma,Italy,65
25,3,Raheem,Raheem Sterling,170,Sterling,-FW-MC-ML-MR-,Forward,232,7.176666666666667,Manchester City,England,69
32,4,Allan-Roméo,Allan-Roméo Nyom,188,Nyom,-DL-DR-MR-,Defender,233,7.175000000000001,Getafe,Spain,78
34,4,Raúl,Raúl García,184,García,-FW-MC-ML-MR-,Midfielder,234,7.175000000000001,Athletic Bilbao,Spain,83
24,3,José Manuel,Josema,184,Sánchez Guillén,,Defender,235,7.173333333333333,Elche,Spain,81
29,3,Liam,Liam Cooper,180,Cooper,-DC-,Defender,236,7.173333333333333,Leeds,England,73
27,3,Ruslan,Ruslan Malinovskiy,181,Malinovskiy,-MC-,Midfielder,237,7.170000000000001,Atalanta,Italy,79
27,4,Farid,Farid Boulaya,179,Boulaya,-AMR-,Midfielder,238,7.169999999999999,Metz,France,70
27,3,Jordan,Jordan Veretout,177,Veretout,-MC-,Midfielder,239,7.163333333333334,Roma,Italy,67
36,6,José Miguel,José Fonte,187,da Rocha Fonte,-DC-,Defender,240,7.163333333333333,Lille,France,81
25,3,Sergej,Sergej Milinkovic-Savic,191,Milinkovic-Savic,-AMC-,Midfielder,241,7.163333333333333,Lazio,Italy,76
31,4,Séamus,Séamus Coleman,177,Coleman,-DR-MR-,Defender,242,7.1625000000000005,Everton,England,67
33,4,Keylor,Keylor Navas,185,Navas,-GK-,Goalkeeper,243,7.1625,Paris Saint-Germain,France,80
25,1,Mario,Mario Hermoso,184,Hermoso,-DC-,Defender,244,7.16,Atletico Madrid,Spain,75
23,6,Mehmet,Mehmet Zeki Çelik,180,Zeki Çelik,-DR-,Defender,245,7.158333333333332,Lille,France,78
29,3,Marco,Marco Silvestri,191,Silvestri,-GK-,Goalkeeper,246,7.153333333333333,Verona,Italy,80
22,3,Christopher,Christopher Nkunku,175,Nkunku,-FW-MC-ML-MR-,Midfielder,247,7.150000000000001,RasenBallsport Leipzig,Germany,73
27,6,Renaud,Renaud Ripart,181,Ripart,-DR-FW-ML-MR-,Forward,248,7.150000000000001,Nimes,France,73
24,4,Kalvin,Kalvin Phillips,178,Phillips,-DC-DMC-,Midfielder,249,7.15,Leeds,England,72
23,6,Raphael,Raphinha,176,Dias Belloli,-AML-AMR-,Forward,250,7.1450000000000005,Rennes,France,68
30,4,Romain,Romain Saïss,190,Saïss,-DC-DMC-,Midfielder,251,7.145,Wolverhampton Wanderers,England,80
24,2,Diadie,Diadie Samassékou,177,Samassékou,-DMC-,Midfielder,252,7.140000000000001,Hoffenheim,Germany,68
29,4,Roberto Firmino,Roberto Firmino,181,Barbosa de Oliveira,-FW-MC-ML-MR-,Forward,253,7.140000000000001,Liverpool,England,76
31,1,Fernando,Marçal,178,Marçal de Oliveira,-DC-DL-,Defender,254,7.14,Lyon,France,74
32,1,Marcelo Vieira,Marcelo,174,Da Silva Junior,-DL-,Defender,255,7.14,Real Madrid,Spain,75
22,6,Mahdi,Mahdi Camara,178,Camara,-DMC-,Midfielder,256,7.136666666666668,Saint-Etienne,France,66
25,3,Ángel,Ángel Correa,171,Correa,-AML-AMR-FW-,Forward,257,7.13,Atletico Madrid,Spain,70
25,3,Mario,Mario Pasalic,188,Pasalic,-MC-,Midfielder,258,7.13,Atalanta,Italy,82
27,5,Isaac,Iza,170,Carcelén,,Defender,259,7.128,Cadiz,Spain,69
28,5,Loris,Loris Benito,184,Benito,-DC-DL-ML-,Defender,260,7.128,Bordeaux,France,80
29,4,N'Golo,N'Golo Kanté,168,Kanté,-DMC-,Midfielder,261,7.1274999999999995,Chelsea,England,68
26,3,Bruno Miguel,Bruno Fernandes,179,Borges Fernandes,-MC-ML-MR-,Midfielder,262,7.123333333333332,Manchester United,England,69
32,3,Francesco,Francesco Acerbi,192,Acerbi,-DC-,Defender,263,7.123333333333332,Lazio,Italy,88
30,4,Mateusz,Mateusz Klich,183,Klich,-MC-,Midfielder,264,7.1225000000000005,Leeds,England,75
31,3,Jordi,Jordi Alba,170,Alba,-DL-ML-,Defender,265,7.12,Barcelona,Spain,68
24,2,Aleksandr,Aleksandr Golovin,180,Golovin,-MC-ML-MR-,Midfielder,266,7.119999999999999,Monaco,France,69
23,3,Frenkie,Frenkie de Jong,180,de Jong,-DC-DMC-,Midfielder,267,7.116666666666666,Barcelona,Spain,74
24,2,Almamy,Almamy Touré,183,Touré,-DC-DR-MR-,Defender,268,7.115,Eintracht Frankfurt,Germany,72
26,5,Otávio Henrique,Otávio,176,Passos Santos,-DMC-,Midfielder,269,7.114,Bordeaux,France,73
25,3,Leon,Leon Goretzka,189,Goretzka,-MC-MR-,Midfielder,270,7.113333333333334,Bayern Munich,Germany,76
28,3,Edgar,Edgar Badía,180,Badía,,Goalkeeper,271,7.113333333333333,Elche,Spain,79
17,6,Eduardo,Eduardo Camavinga,182,Camavinga,-MC-,Midfielder,272,7.113333333333333,Rennes,France,68
26,3,Hakan,Hakan Calhanoglu,178,Calhanoglu,-FW-MC-ML-MR-,Midfielder,273,7.113333333333333,AC Milan,Italy,76
28,4,Jonathan,Jonathan Clauss,178,Clauss,-DR-MR-,Defender,274,7.112500000000001,Lens,France,69
24,1,Álvaro,Álvaro Odriozola,176,Odriozola,-DR-,Defender,275,7.11,Real Madrid,Spain,66
24,2,Marco,Marco Asensio,182,Asensio,-AMC-AML-AMR-,Forward,276,7.109999999999999,Real Madrid,Spain,76
31,3,Nils,Nils Petersen,188,Petersen,-FW-,Forward,277,7.109999999999999,Freiburg,Germany,82
28,4,Thibaut,Thibaut Courtois,199,Courtois,-GK-,Goalkeeper,278,7.1075,Real Madrid,Spain,96
26,6,Memphis,Memphis Depay,176,Depay,-AMC-AML-FW-,Forward,279,7.105,Lyon,France,78
33,4,James,James McArthur,178,McArthur,-MC-ML-MR-,Midfielder,280,7.1000000000000005,Crystal Palace,England,75
24,1,Lukas,Lukas Haraslin,182,Haraslin,-AML-,Forward,281,7.1,Sassuolo,Italy,71
27,3,Gianluca,Gianluca Caprari,176,Caprari,-AMC-AML-AMR-FW-,Forward,282,7.099999999999999,Benevento,Italy,72
25,3,Kevin,Kevin Akpoguma,192,Akpoguma,-DC-,Defender,283,7.096666666666667,Hoffenheim,Germany,85
24,3,Marcus,Marcus Ingvartsen,187,Ingvartsen,-AMC-AMR-,Forward,284,7.096666666666667,Union Berlin,Germany,82
21,3,Brahim,Brahim Díaz,171,Díaz,-AML-,Forward,285,7.093333333333334,AC Milan,Italy,59
30,3,Luuk,Luuk de Jong,188,de Jong,-AMC-FW-,Forward,286,7.093333333333334,Sevilla,Spain,86
27,3,Thomas,Thomas Partey,185,Partey,-DR-MC-MR-,Midfielder,287,7.090000000000001,Atletico Madrid,Spain,77
33,4,Cesc,Cesc Fàbregas,180,Fàbregas,-FW-MC-ML-,Midfielder,288,7.09,Monaco,France,77
32,3,Romain,Romain Philippoteaux,170,Philippoteaux,-AML-AMR-,Midfielder,289,7.09,Nimes,France,67
31,5,Daniel,Daniel Wass,181,Wass,-DL-DR-MC-ML-MR-,Midfielder,290,7.087999999999999,Valencia,Spain,74
26,3,Lucas,Lucas Höler,184,Höler,-AMC-AML-AMR-FW-,Forward,291,7.086666666666667,Freiburg,Germany,83
27,5,Julian,Julian Draxler,185,Draxler,-AMC-AML-AMR-FW-,Midfielder,292,7.0840000000000005,Paris Saint-Germain,France,72
26,3,Alessio,Alessio Cragno,184,Cragno,-GK-,Goalkeeper,293,7.083333333333333,Cagliari,Italy,78
23,3,Lucas,Lucas Tousart,185,Tousart,-DMC-,Midfielder,294,7.083333333333333,Hertha Berlin,Germany,83
26,1,Joel,Joel Pohjanpalo,186,Pohjanpalo,-FW-,Forward,295,7.08,Union Berlin,Germany,84
29,2,Riyad,Riyad Mahrez,179,Mahrez,-AMC-AML-AMR-,Forward,296,7.08,Manchester City,England,67
19,6,Benoit,Benoit Badiashile Mukinayi,194,Badiashile Mukinayi,-DC-,Defender,297,7.078333333333334,Monaco,France,75
31,3,Andrej,Andrej Galabinov,190,Galabinov,-FW-,Forward,298,7.076666666666667,Spezia,Italy,88
28,3,Munas,Munas Dabbur,182,Dabbur,-FW-,Forward,299,7.076666666666665,Hoffenheim,Germany,76
24,6,Adrián,Adrián Cubas,163,Cubas,-DMC-,Midfielder,300,7.075,Nimes,France,60
24,4,Timo,Timo Werner,180,Werner,-AML-FW-,Forward,301,7.075,Chelsea,England,76
30,2,Toni,Toni Kroos,183,Kroos,-MC-,Midfielder,302,7.074999999999999,Real Madrid,Spain,76
26,2,Gaetan,Gaetan Paquiez,182,Paquiez,-DL-DR-,Defender,303,7.07,Nimes,France,72
27,2,Pablo,Pablo Ínsua,187,Ínsua,-DC-,Defender,304,7.07,SD Huesca,Spain,80
25,4,Pierre-Emile,Pierre-Emile Højbjerg,185,Højbjerg,-MC-,Midfielder,305,7.07,Tottenham,England,84
19,4,Wesley,Wesley Fofana,190,Fofana,-DC-,Defender,306,7.07,Saint-Etienne,France,0
23,4,Youri,Youri Tielemans,176,Tielemans,-MC-,Midfielder,307,7.07,Leicester,England,72
31,4,Pierre-Emerick,Pierre-Emerick Aubameyang,187,Aubameyang,-FW-MC-ML-MR-,Forward,308,7.0675,Arsenal,England,80
29,3,Jeffrey,Jeffrey Gouweleeuw,188,Gouweleeuw,-DC-,Defender,309,7.066666666666666,Augsburg,Germany,83
27,3,Mike,Mike van der Hoorn,190,van der Hoorn,-DC-,Defender,310,7.066666666666666,Arminia Bielefeld,Germany,82
19,2,Alphonso,Alphonso Davies,181,Davies,-DL-ML-MR-,Defender,311,7.0649999999999995,Bayern Munich,Germany,72
26,3,Joan,Joan Jordán,184,Jordán,-MC-,Midfielder,312,7.0633333333333335,Sevilla,Spain,74
17,3,Jude,Jude Bellingham,180,Bellingham,-MC-ML-,Midfielder,313,7.0633333333333335,Borussia Dortmund,Germany,75
30,3,Vladimír,Vladimír Darida,172,Darida,-FW-MC-,Midfielder,314,7.0633333333333335,Hertha Berlin,Germany,67
30,6,Wissam,Wissam Ben Yedder,170,Ben Yedder,-AMC-FW-,Forward,315,7.0633333333333335,Monaco,France,68
29,4,Oriol,Oriol Romeu,183,Romeu,-DMC-,Midfielder,316,7.0625,Southampton,England,83
33,2,Leonardo,Leonardo Bonucci,190,Bonucci,-DC-,Defender,317,7.0600000000000005,Juventus,Italy,85
22,1,Ademola,Ademola Lookman,174,Lookman,-AMC-AML-AMR-FW-,Forward,318,7.06,Fulham,England,71
31,1,Andrea,Andrea Poli,182,Poli,-MC-ML-,Midfielder,319,7.06,Bologna,Italy,77
24,3,Daniel,Daniel Podence,165,Castelo Podence,-AMC-AML-AMR-FW-,Midfielder,320,7.06,Wolverhampton Wanderers,England,58
30,5,Enrique,Kike García,186,García Martínez,-FW-,Forward,321,7.06,Eibar,Spain,79
27,3,John,John Brooks,193,Brooks,-DC-,Defender,322,7.056666666666666,Wolfsburg,Germany,78
29,4,Stuart,Stuart Dallas,183,Dallas,-DL-DR-MC-ML-MR-,Midfielder,323,7.052499999999999,Leeds,England,81
28,2,Stefan,Stefan de Vrij,189,de Vrij,-DC-,Defender,324,7.050000000000001,Inter,Italy,78
29,1,Denis,Denis Cheryshev,179,Cheryshev,-AML-FW-,Midfielder,325,7.05,Valencia,Spain,74
30,1,Emmanuel,Emmanuel Rivière,182,Rivière,-FW-,Forward,326,7.05,Crotone,Italy,76
23,1,Maximilian,Maximilian Kilman,0,Kilman,-DC-,Defender,327,7.05,Wolverhampton Wanderers,England,0
25,3,Ferland,Ferland Mendy,180,Mendy,-DL-ML-,Defender,328,7.046666666666667,Real Madrid,Spain,73
27,4,Abdoulaye,Abdoulaye Doucouré,184,Doucouré,-MC-,Midfielder,329,7.045,Everton,England,75
25,2,Niklas,Niklas Süle,195,Süle,-DC-,Defender,330,7.045,Bayern Munich,Germany,97
23,2,Scott,Scott McTominay,193,McTominay,-DMC-,Midfielder,331,7.045,Manchester United,England,88
27,5,Marco,Marco Verratti,165,Verratti,-DMC-,Midfielder,332,7.042,Paris Saint-Germain,France,60
29,5,Jaume,Jaume Doménech,185,Doménech,-GK-,Goalkeeper,333,7.039999999999999,Valencia,Spain,73
20,5,Mitchel,Mitchel Bakker,185,Bakker,-DL-,Defender,334,7.034000000000001,Paris Saint-Germain,France,74
30,3,André,André Hahn,185,Hahn,-AMR-FW-,Midfielder,335,7.033333333333334,Augsburg,Germany,80
29,1,Roberto,Roberto Pereyra,182,Pereyra,-FW-MC-ML-MR-,Midfielder,336,7.03,Udinese,Italy,77
23,3,Allan,Allan Saint-Maximin,173,Saint-Maximin,-AMC-AML-AMR-FW-,Forward,337,7.026666666666666,Newcastle United,England,67
33,3,Luis,Luis Suárez,182,Suárez,-AMC-AML-AMR-FW-,Forward,338,7.026666666666666,Atletico Madrid,Spain,86
31,3,Maxime,Maxime Gonalons,187,Gonalons,-DC-MC-,Midfielder,339,7.026666666666666,Granada,Spain,76
24,6,Yoane,Yoane Wissa,176,Wissa,-AML-,Midfielder,340,7.026666666666666,Lorient,France,74
31,2,Fernando,Marçal,178,Marçal de Oliveira,-DC-DL-,Defender,341,7.025,Wolverhampton Wanderers,England,74
23,1,Antonee,Antonee Robinson,183,Robinson,-DL-ML-,Defender,342,7.02,Fulham,England,70
22,2,Jimmy,Jimmy Dunne,183,Dunne,-DC-,Defender,343,7.02,Burnley,England,75
31,2,Lars,Lars Bender,185,Bender,-DC-DR-MC-MR-,Defender,344,7.02,Bayer Leverkusen,Germany,78
20,3,Phil,Phil Foden,171,Foden,-AMC-AML-AMR-,Midfielder,345,7.016666666666666,Manchester City,England,70
24,6,Angelo,Angelo Fulgini,183,Fulgini,-AMC-AML-AMR-,Midfielder,346,7.015,Angers,France,71
27,4,Raphael,Raphael Varane,191,Varane,-DC-,Defender,347,7.015,Real Madrid,Spain,81
22,3,Renan Augusto,Renan Lodi,173,Lodi dos Santos,-DL-,Defender,348,7.013333333333333,Atletico Madrid,Spain,68
28,4,Callum,Callum Wilson,180,Wilson,-FW-,Forward,349,7.012499999999999,Newcastle United,England,66
24,4,Pablo,Pablo Fornals,178,Fornals,-MC-ML-MR-,Midfielder,350,7.012499999999999,West Ham,England,67
30,3,Fidel,Fidel,180,Chaves de la Torre,-AML-AMR-,Midfielder,351,7.010000000000001,Elche,Spain,74
31,2,Aridane,Aridane Hernández,186,Hernández,-DC-,Defender,352,7.01,Osasuna,Spain,77
19,2,Rodrygo,Rodrygo,174,Silva de Goes,-AMC-AML-AMR-,Forward,353,7.01,Real Madrid,Spain,64
32,4,Angelo,Angelo Ogbonna,191,Ogbonna,-DC-,Defender,354,7.0075,West Ham,England,86
27,4,Darwin,Darwin Machís,170,Machís,-AML-AMR-,Forward,355,7.0075,Granada,Spain,68
21,4,Kai,Kai Havertz,189,Havertz,-FW-MC-MR-,Midfielder,356,7.0075,Chelsea,England,82
28,3,Marco,Marco Faraoni,180,Faraoni,-DR-MR-,Defender,357,7.003333333333333,Verona,Italy,71
27,2,Ante,Ante Rebic,185,Rebic,-AMC-AML-AMR-FW-,Forward,358,7.0,AC Milan,Italy,78
37,2,Claudio,Claudio Bravo,184,Bravo,-GK-,Goalkeeper,359,7.0,Real Betis,Spain,80
22,2,Giuseppe,Giuseppe Pezzella,185,Pezzella,-DL-ML-,Defender,360,7.0,Parma Calcio 1913,Italy,81
20,1,Jessic,Jessic Ngankam,184,Ngankam,,Forward,361,7.0,Hertha Berlin,Germany,84
21,1,Pascal,Pascal Struijk,0,Struijk,,Defender,362,7.0,Leeds,England,0
32,3,Sergio,Sergio Busquets,189,Busquets,-DMC-,Midfielder,363,7.0,Barcelona,Spain,76
24,6,Luiz,Luiz Araújo,175,de Araújo Guimarães Neto,-AML-AMR-,Forward,364,6.993333333333333,Lille,France,70
27,3,Marius,Marius Bülter,188,Bülter,-DR-MC-ML-MR-,Forward,365,6.993333333333333,Union Berlin,Germany,85
27,3,Yannick,Yannick Carrasco,180,Carrasco,-FW-ML-MR-,Midfielder,366,6.993333333333333,Atletico Madrid,Spain,71
20,6,Domagoj,Domagoj Bradaric,178,Bradaric,-DL-,Defender,367,6.991666666666667,Lille,France,69
28,1,Armando,Armando Izzo,183,Izzo,-DC-,Defender,368,6.99,Torino,Italy,78
28,2,Djibril,Djibril Sidibé,182,Sidibé,-DL-DR-MR-,Defender,369,6.99,Monaco,France,71
21,4,Emerson Aparecido,Emerson,181,Leite de Souza Junior,-DR-MR-,Defender,370,6.99,Real Betis,Spain,79
34,2,Ignacio,Nacho Monreal,179,Monreal,-DC-DL-ML-,Defender,371,6.99,Real Sociedad,Spain,72
23,3,Dodi,Dodi Lukébakio,187,Lukébakio,-AML-AMR-FW-,Forward,372,6.989999999999999,Hertha Berlin,Germany,77
20,4,Tariq,Tariq Lamptey,0,Lamptey,-MR-,Defender,373,6.9875,Brighton,England,0
28,3,Martin,Martin Hinteregger,184,Hinteregger,-DC-,Defender,374,6.986666666666667,Eintracht Frankfurt,Germany,83
20,3,Matteo,Matteo Gabbia,185,Gabbia,-DC-,Midfielder,375,6.986666666666667,AC Milan,Italy,78
26,4,David,David García,185,García,-DC-,Defender,376,6.985,Osasuna,Spain,72
24,6,Nayef,Nayef Aguerd,188,Aguerd,-DC-,Defender,377,6.985,Rennes,France,76
28,3,Ryan,Ryan Fredericks,181,Fredericks,-DR-MR-,Defender,378,6.983333333333334,West Ham,England,74
32,3,Lars,Lars Stindl,181,Stindl,-FW-MC-MR-,Midfielder,379,6.983333333333333,Borussia M.Gladbach,Germany,80
29,3,Steven,Steven Zuber,182,Zuber,-DL-MC-ML-MR-,Midfielder,380,6.983333333333333,Eintracht Frankfurt,Germany,72
